,z,a,b,wolfram,stan_grad_reg_inc_beta,stan_inc_beta,stan_inc_beta_strict,inbeder,stan_grad_reg_inc_beta_abserr,stan_inc_beta_abserr,stan_inc_beta_strict_abserr,inbeder_abserr,stan_grad_reg_inc_beta_relerr,stan_inc_beta_relerr,stan_inc_beta_strict_relerr,inbeder_relerr,stan_grad_reg_inc_beta_abserr_log,stan_inc_beta_abserr_log,stan_inc_beta_strict_abserr_log,inbeder_abserr_log,stan_grad_reg_inc_beta_relerr_log,stan_inc_beta_relerr_log,stan_inc_beta_strict_relerr_log,inbeder_relerr_log
86,0.75,150.0,12.5,-7.132096057744390175939648863893439989514178023455315269529819488525390625E-10,-7.4244293931394833080576338128916090430831076218964881263673305511474609375E-10,-7.4244293930370266494352844225128491839615918479466927237808704376220703125E-10,-7.42442939313950502154871332986807441756127445842139422893524169921875E-10,-7.4244293931395453466035752899672243987350128691105055622756481170654296875E-10,2.923333353950931321179849490E-11,2.923333352926364734956355586E-11,2.923333353951148456090644660E-11,2.923333353951551706639264261E-11,0.040988418135179605353827711,0.040988418120814030662626409,0.040988418135182649829239107,0.040988418135188303855003128,-24.255711498165752,-24.25571149851623,-24.255711498165677,-24.25571149816554,-3.194465736691908,-3.194465737042387,-3.1944657366918334,-3.1944657366916958
87,0.75,150.0,125.0,-1148327534834442904742246891784488293435601082582482069164747567304540160,-1.39700300637355962279059185067798780767282795789441252054530195891857147216796875E-13,-3.45834472170697387276551973148519837360052864294601704386877827346324920654296875E-14,-3.45834472170697387276551973148519837360052864294601704386877827346324920654296875E-14,-3.64804620473103219298907515464650255497557930495222677791389287449419498443603515625E-14,1.148327534834442904742246892E+72,1.148327534834442904742246892E+72,1.148327534834442904742246892E+72,1.148327534834442904742246892E+72,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,165.924433261865,165.924433261865,165.924433261865,165.924433261865,0.0,0.0,0.0,0.0
88,0.75,150.0,1250.0,1.948890000701740010669027469702996313571929931640625,1.942223334035074078229854421806521713733673095703125,-0,-0,-0,0.006666666666665932439173047896,1.948890000701740010669027470,1.948890000701740010669027470,1.948890000701740010669027470,0.0034207506140754249171352293,1,1,1,-5.010635294096366,0.6672599800931543,0.6672599800931543,0.6672599800931543,-5.67789527418952,0.0,0.0,0.0
89,0.75,150.0,12500.0,4.15039263841574523894450976513326168060302734375,NaN,-0,-0,-0,NaN,4.150392638415745238944509765,4.150392638415745238944509765,4.150392638415745238944509765,NaN,1,1,1,,1.4232029414336502,1.4232029414336502,1.4232029414336502,,0.0,0.0,0.0
90,0.75,1500.0,1.25,-5.4449854949247317529227858880959288509316310800148808084205686067520527815666769988953965585037087403846792620070394372510824647436128070683434404972832610069762311194054355919400934038375828801923471040460185439374872230211359023820563773689574644029312283723044430469172643323404740924534408302159058190002300376317327752367996271679385768794833629332637498025845492475589539908245176371073096574981786548495647876304022832969418232433330862994787235908944467155379243195056915283203125E-188,-5.4576465083149501409994442152740926491312025236293377330791008570320408254529435942739894383483914791214180647782961201655999206053473405933048745646543295786566521254581165641022755311632485588622636257156388609288642127835956979280113446704901598906958990192530058319304238456743268034369867214926973790944062941553648864454283665670273278503596361470057933019064061795155712136148861978650949827379252340045215464203940453931067821461989040339631007459075817678240127861499786376953125E-188,-5.457646508314935469288476199654680377376658689444124385240197762843516627809672126119345701190648664557997140186128094746464187114392390059320757465040693221987802311630059957734710949262753376022966248575413183557247049861374620711177970545478370237437081658414728137344215073146362240605736544201921210032879575099210521211484392164486023867150648255389845331696119751205906157180135590640845444186276915158095673496632081700267220048103370051185978528707209989079274237155914306640625E-188,-5.457646508314948227298013604541125831076262023518222948578374366485711582282082098427731559588685894613145770266274203806582216236961912262785207116878637879960715193219674398054332324828401361100616141740826816054305452402436426986685252393314709066357792406969752219593092266648940121328562785324335270086381069930649099675783500340608896896028029030708060957965934036692571423645136118661931999448579801111509476039033789259258143611664703949253041326272750666248612105846405029296875E-188,-5.4576465083148889025536646718191544713731065200736646290558531595495050439853757271937373180378127748567046403935947966770333808170136340166755162358321952203866702938279672505680929284481382304895441385216534249429838805864990278055763918008757335118764874261888902371358133168619529759674207641051098908375991189644597098167926473216375373117482084254783582958112976091795779345828836633638795174788713814281352942168658491099503490411045013232411993175929865174111910164356231689453125E-188,1.266101339021838807665832718E-190,1.266101339020371636569031156E-190,1.266101339021647437522771645E-190,1.266101339015714963087878372E-190,0.002325261178752397467971532,0.002325261178749702931690087,0.002325261178752046006717430,0.002325261178741150707840284,-437.2552253017295,-437.25522530173066,-437.2552253017297,-437.25522530173436,-6.063922911304648,-6.063922911305807,-6.0639229113047985,-6.063922911309485
91,0.75,1500.0,12.5,-3.420261965853612967289670231157242206477913710416313315062142756669868378151474397968274968577614359523607941254160784624039534955969859639272650511145331132149580906686504363770586706255370818539575813333012134273133888127768812063232580259391424959253494777528104322692923266469061079091627747077692229499630362044554774596777858257904302080246147674594163478595494752368913257019294580316769280488309323828843844239600002765655517578125E-167,-3.428614572601804811227251468562509986674108599300509629215179843273119564108042441733033602461342264198246676528553751319581129589009994510701376076612663073233067747913846710504108228816838551662948114860549974072521636977351212089924870054923665362060222546237878122485108326195154958589603037744700869928494323957435403375643645325389587898914388738307510173041656346378284110696367411642927259564361808230614769854582846164703369140625E-167,-3.4286145726014244957485399196626790245592555314839791112457962499994400948928970680000040925163656331961103688364141926139479888643877383805053068519802691096717000132838678291807185258278763698660811645384072923979272945638201752949411289852974089404190248974164191343034248838696638196091315142036416577819288744555659776147203079347042351538084677440693006087519233747258810466723442646492917874889716500774738960899412631988525390625E-167,-3.42861457260180857672704069181894395659603783759572280266042126498870054895175675236405369661921331995074307561461453902953789335856070991793104012834169667683268525023691580833899327538108570197776857971522465408910177898144557879086530313482095502960122450315690246890274875631718952432208295381936482252400487296240440759109833183420825475777682359963660135684650518768177324994413001705870582859481121573708151117898523807525634765625E-167,-3.428614572328867830705108638505207753523971704386930893714064779787246546257436387124936700998885522550253882132841697897498762982774703038624116170032553199997876363502586885830347084552093992342301774562913524284140669002913007803949680011738319187090778010444762124803227532690506231808358248232626517980064467386121452044328614716668456857730874104993779735900182840792910531570781496515441084081687872497923308401368558406829833984375E-167,8.352606748191843937581237405E-170,8.352606747811528458869688505E-170,8.352606748195609437370460662E-170,8.352606475254863415438407348E-170,0.002442095614774711987141109,0.002442095614663517148117534,0.002442095614775812926141342,0.002442095534974689869822240,-389.31689213343253,-389.31689213347806,-389.3168921334321,-389.31689216610937,-6.014898749770734,-6.014898749816267,-6.014898749770284,-6.014898782447597
92,0.75,1500.0,125.0,-1.65451553447442990776285745452885521935785092848615387778270788620150740602315111009161977672591152141113239136115479334514741045772714536292694379812760674023312383575383107274015849486037410542849102057516574859619140625E-74,-1.6615641502875122075342151614824430429598908024904803442655639943424166415016118716301299372820574613171972098031097669389597728308928626221083594931906018072604572641915190389392338772556190207296822336502373218536376953125E-74,-1.6615641502833595071900505086366482675477288121985747499592304599662974798724009555530557434047607353151323499580394518121013964722210036163974290149763388743204470098279890919647379908530293590729343122802674770355224609375E-74,-1.661564150287515742081510175845561271915698392608943286420732993946103521816976246345913336917474112587673716682115406511131299725845392103009758998988211828671130622645204661175168288356207568767786142416298389434814453125E-74,-1.66156345181268931301215487315419677493100009429042064753361237992291543580560226639776693117814289213887504255200821237034560787524226908113062414834835086474557068813847472929872924919669774368458092794753611087799072265625E-74,7.048615813082299771357706954E-77,7.048615808929599427193054108E-77,7.048615813085834318652721317E-77,7.047917338259405249297418625E-77,0.004260229454612735902035464,0.004260229452102816679376856,0.004260229454614872205516070,0.004259807291865792339384577,-175.34622090156418,-175.3462209021533,-175.34622090156367,-175.3463200003732,-5.458432257566246,-5.458432258155397,-5.458432257565744,-5.458531356375289
93,0.75,1500.0,1250.0,-2.873993551518315925363822316E+916,NaN,-3.29736238313671429396946187742029199874214777377101626143485191278159618377685546875E-14,-3.29736238313671429396946187742029199874214777377101626143485191278159618377685546875E-14,-4.765870469122874980257298158522110428851248399876805931666281963582110189184896239903687609140582110351413310502653438073324829733349651662363687128535361017171350098459342081668548022252036184040985914424669075938750782458465450428354341137172150711524577616000053714476436108739656506705362204456832841970026493072509765625E-120,NaN,2.873993551518315925363822316E+916,2.873993551518315925363822316E+916,2.873993551518315925363822316E+916,NaN,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,,inf,inf,inf,,0.0,0.0,0.0
94,0.75,1500.0,12500.0,1.9462078047147970405461592235951684415340423583984375,NaN,-0,-0,-0,NaN,1.946207804714797040546159224,1.946207804714797040546159224,1.946207804714797040546159224,NaN,1,1,1,,0.6658827636303676,0.6658827636303676,0.6658827636303676,,0.0,0.0,0.0
95,0.75,15000.0,1.25,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
96,0.75,15000.0,12.5,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
97,0.75,15000.0,125.0,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
98,0.75,15000.0,1250.0,0,NaN,-0,-0,-0,NaN,0,0,0,,,,,,-inf,-inf,-inf,,,,
99,0.75,15000.0,12500.0,0.3184688828938622151554227457381784915924072265625,NaN,NaN,NaN,-0,NaN,NaN,NaN,0.3184688828938622151554227457,NaN,NaN,NaN,1,,,,-1.1442305076631392,,,,0.0
100,0.999,1.5,1.25,-0.00022264492614310069161336069765155798449995927512645721435546875,-0.00022264492542339552592391138663430183441960252821445465087890625,-0.0002226449261423560886663519653438925161026418209075927734375,-0.00022264492614285474035053236097070339383208192884922027587890625,-0.0002226449261428548758758039216587576447636820375919342041015625,7.197051656894493110172561501E-13,7.446029470087323076654683973E-16,2.459512628283366808545906679E-16,2.458157375567759928003397363E-16,3.2325244422002809428E-9,3.3443517438621227E-12,1.1046793973209895E-12,1.1040706914595607E-12,-27.959934758863355,-34.83368055462061,-35.941398276172535,-35.941949452948876,-19.550002443918924,-26.423748239676172,-27.531465961228104,-27.532017138004445
101,0.999,1.5,12.5,-8.88178419700125035123679029219704897067858679303442581698391222744248807430267333984375E-16,2.49124086045332781938067562353165767217999526650373809388838708400726318359375E-11,-3.3309857725027253079246929046051655035992713817243396968598863937109819961177840946020929784889517966117722380658960901200771331787109375E-37,-3.33098577250310993547125460963486791517524739966346294628591401087517308118501530196902253271712922300107351247788756154477596282958984375E-37,-3.330985772503110353090740561540437624634070392082506511160426527289032137737748452031310186956247765266425631125457584857940673828125E-37,2.491329678295297831884187991E-11,8.881784197001250351233459306E-16,8.881784197001250351233459306E-16,8.881784197001250351233459306E-16,28049.87852706940870836727677,0.9999999999999999999996249643,0.9999999999999999999996249643,0.9999999999999999999996249643,-24.41561944764156,-34.657359027997266,-34.657359027997266,-34.657359027997266,10.241739580355704,0.0,0.0,0.0
102,0.999,1.5,125.0,4.79879405711698137082521498086862266063690185546875,4.13212739045031440809907508082687854766845703125,-0,-0,-0,0.6666666666666669627261399000,4.798794057116981370825214981,4.798794057116981370825214981,4.798794057116981370825214981,0.1389237918384826129904989567,1,1,1,-0.40546510810816394,1.5683646482476377,1.5683646482476377,1.5683646482476377,-1.9738297563558016,0.0,0.0,0.0
103,0.999,1.5,1250.0,7.0942080627787991176091964007355272769927978515625,6.42754139611213215488305650069378316402435302734375,-0,-0,-0,0.6666666666666669627261399000,7.094208062778799117609196401,7.094208062778799117609196401,7.094208062778799117609196401,0.0939733738800908292375885574,1,1,1,-0.40546510810816394,1.959278685323474,1.959278685323474,1.959278685323474,-2.364743793431638,0.0,0.0,0.0
104,0.999,1.5,12500.0,9.39607344604502969787063193507492542266845703125,8.72940677937835829425239353440701961517333984375,-0,-0,-0,0.6666666666666714036182384007,9.396073446045029697870631935,9.396073446045029697870631935,9.396073446045029697870631935,0.0709516236218101262214332737,1,1,1,-0.4054651081081573,2.240291883501432,2.240291883501432,2.240291883501432,-2.645756991609589,0.0,0.0,0.0
105,0.999,15.0,1.25,-0.00038136097759348952518365649666520766913890838623046875,-0.0003813609775247879703219400226998914149589836597442626953125,-0.0003813609769631499946118680099971243180334568023681640625,-0.0003813609775940940221049257896623885244480334222316741943359375,-0.00038136097759409472683633790524027062929235398769378662109375,6.870155486171647396531625418E-14,6.303395305717884866680833511E-13,6.044969212692929971808553091E-16,6.052016526814085750629601534E-16,1.801483604726560920E-10,1.6528684569392331166E-9,1.585104289075047E-12,1.586952226996128E-12,-30.30900456330798,-28.09251778328418,-35.042135096871135,-35.04096996118029,-22.437240379677018,-20.22075359965322,-27.170370913240177,-27.169205777549326
106,0.999,15.0,12.5,-4.44089209850062616169452667236328125E-16,4.830066408047840288563670750079825813409761803285391579265706241130828857421875E-12,-2.709833650069554138546231145201723837336007166633012587618464240773011730565984441811144822764845230267383158206939697265625E-31,-2.709833650078045131428499333640852311279754502190988924822522253527502216198679144652794459346978328539989888668060302734375E-31,-2.709833650078057392790062175790222893913608288957137627114513673040505090546163180324767960627241336624138057231903076171875E-31,4.830510497257690351179840203E-12,4.440892098500623451860876603E-16,4.440892098500623451860876594E-16,4.440892098500623451860876594E-16,10877.34263772950180282350630,0.9999999999999993897997091655,0.9999999999999993897997091636,0.9999999999999993897997091636,-26.056068960835166,-35.35050620855721,-35.35050620855721,-35.35050620855721,9.294437247722046,-5.551115123125785e-16,-5.551115123125785e-16,-5.551115123125785e-16
107,0.999,15.0,125.0,-32323415187585888035062163319776346112,2.1960529136978426123505414579994976520538330078125,-0,-0,-0,3.232341518758588803506216332E+37,3.232341518758588803506216332E+37,3.232341518758588803506216332E+37,3.232341518758588803506216332E+37,1.000000000000000000000000000,1,1,1,86.36885524378881,86.36885524378881,86.36885524378881,86.36885524378881,0.0,0.0,0.0,0.0
108,0.999,15.0,1250.0,4.46708493017424057569542128476314246654510498046875,4.4004182635075732576979135046713054180145263671875,-0,-0,-0,0.06666666666666731799750778009,4.467084930174240575695421285,4.467084930174240575695421285,4.467084930174240575695421285,0.0149239756370754643097504998,1,1,1,-2.7080502011022003,1.4967360549884885,1.4967360549884885,1.4967360549884885,-4.204786256090689,0.0,0.0,0.0
109,0.999,15.0,12500.0,6.75929608928191072436675312928855419158935546875,6.69262942261524340636924534919671714305877685546875,-0,-0,-0,0.06666666666666731799750778009,6.759296089281910724366753129,6.759296089281910724366753129,6.759296089281910724366753129,0.0098629599570847922078067330,1,1,1,-2.7080502011022003,1.9109187558286413,1.9109187558286413,1.9109187558286413,-4.618968956930842,0.0,0.0,0.0
110,0.999,150.0,1.25,0.006769236998828274953776684697004384361207485198974609375,-0.00059133426100059917167317546926597060519270598888397216796875,-0.00059132797283907687253823315387535330955870449542999267578125,-0.00059133426099383071435078296218534887884743511676788330078125,-0.00059133426099386280673508853311659549945034086704254150390625,0.007360571259828874125449860166,0.007360564971667351826314917851,0.007360571259822105668127467659,0.007360571259822137760511773230,1.087356117255601557783009305,1.087355188323504278933421539,1.087356117254601672962376773,1.087356117254606413878422573,-4.911617732428807,-4.911618586732636,-4.911617732429726,-4.911617732429722,0.0837491692556344,0.08374831495180557,0.08374916925471465,0.08374916925471915
111,0.999,150.0,12.5,0.07929916547701508500178846361450268886983394622802734375,5.030212644983688390660821206839283341102496589780646019107734900899231433868408203125E-15,-3.2398543875726950554461868878979743508076153568705353336001744046779293739746208302676677703857421875E-21,-3.239854401910723264629257902340203489310486166339526675934934463185754793812520802021026611328125E-21,-3.2398544019107371824823716382242978391510868777283520489351266447020094574327231384813785552978515625E-21,0.07929916547701005478914347993,0.07929916547701508500502831800,0.07929916547701508500502831802,0.07929916547701508500502831802,0.9999999999999365666383154852,1.000000000000000000040856097,1.000000000000000000040856097,1.000000000000000000040856097,-2.534527674015749,-2.534527674015686,-2.534527674015686,-2.534527674015686,-6.339373470609845e-14,0.0,0.0,0.0
112,0.999,150.0,125.0,0.60665305651220791105515672825276851654052734375,0.599986389845542422705193530418910086154937744140625,-2.6804250723545108057258850665610823299869101380240550327991648686738427133555793390255480023310084116257397383114769772177356105628481081540799204944992699766754460604553961332459912897956966717869911963266988863616393742524620585152471215769513735835001156900386047200696784592265055462250671377586072709184100024669753435263600143699209934176384459579408624596814044804006197274332387653947859770037479894075352813240910975675632142076511424960236606652521163051715843119006381939220567907453712113031564468331806399589818591855618407380190429014521685181222244899854881547767257318023458507244738538775354518618409896196703252043008374528752653667542823189032735455640242260628270414222950527964595135443914841744117438793182373046875E-295,-2.6804250723559275519717314486917218140998991296743196117242248690190778397968004887242771768072750059808922355628517544692049810206365450555187221116779556408114482798610379957965604944045567360605581538762290551706341071747615740041763461240236988956432463152821003467777359029907755834488315697600302580428679780943488341967635269096734267877300051513263450230162283277325723308502959388113462879188015012683297347980414405385253366490928736176910302028450366067876549290115060192704636502026678349488987525341223101572679399490230860111984894480526522151850469042243493610612207435609993492125995059959019327347166896363013254298166536760086966541603820210727965657302398520167868011527035113604477967186312525882385671138763427734375E-295,-2.680425072355805433660356346428313932187092409841888830534672151197908799756928358949632116062541597080954244235355953117161148781790363837940714978418075066694203916777300154269962351307903460581762965204014951662864929275630848896081526462144151836529068491449762226806888006764468871651323040498557908539195373446713266442658193466829735445093278730056001280593809462364388686199929967728507807131338299785850212888170260668942405236195595567019701724297916789378416940235998700582456801273986745610109308392415374781280704153154187262191304024864082914916748407782288011685164578437017253177273337822508993739232618561248162526942437615057624816196850114229349949574808382417687815728088549134533469242569481139071285724639892578125E-295,0.006666666666665488349963197834,0.6066530565122079110551567283,0.6066530565122079110551567283,0.6066530565122079110551567283,0.0109892575255348317387555384,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,-5.010635294096432,-0.49979822215159525,-0.49979822215159525,-0.49979822215159525,-4.510837071944837,0.0,0.0,0.0
113,0.999,150.0,1250.0,2.235571572819937014031665967195294797420501708984375,2.228904906153271969770912619424052536487579345703125,-0,-0,-0,0.006666666666665044260753347771,2.235571572819937014031665967,2.235571572819937014031665967,2.235571572819937014031665967,0.0029820859898731623246062113,1,1,1,-5.010635294096499,0.804496932649942,0.804496932649942,0.804496932649942,-5.815132226746441,0.0,0.0,0.0
114,0.999,150.0,12500.0,4.43707421053394224230714826262556016445159912109375,NaN,-0,-0,-0,NaN,4.437074210533942242307148263,4.437074210533942242307148263,4.437074210533942242307148263,NaN,1,1,1,,1.4899951976420618,1.4899951976420618,1.4899951976420618,,0.0,0.0,0.0
115,0.999,1500.0,1.25,-0.0000511093219935682303856072650205533136613667011260986328125,-0.0002723706860000380479934489752480430979630909860134124755859375,-0.000263304589577352987812830509284367508371360599994659423828125,-0.0002723706855671155784189008119966501908493228256702423095703125,-0.0002723706860003846674279925910155952806235291063785552978515625,0.0002212613640064698176078417102,0.0002121952675837847574272232443,0.0002212613635735473480332935470,0.0002212613640068164370423853260,4.329178227688367585623193085,4.151791870971955492350758050,4.329178219217848848766762309,4.329178227695149507609699490,-8.416165912654149,-8.458003633711755,-8.41616591461076,-8.416165912652582,1.4653777382495397,1.4235400171919343,1.4653777362929283,1.4653777382511062
116,0.999,1500.0,12.5,0.00730105773324572597526849193627640488557517528533935546875,-1.802914367919826884332205537236318466931539461484135244973003864288330078125E-10,-1.804493715878112806810154400852870722193888042284015682525932788848876953125E-10,-1.804559152620633456184215848323859621160636379499919712543487548828125E-10,-1.804559152622855728598627841736631340074925589078702614642679691314697265625E-10,0.007301057913537162767251180369,0.007301057913695097563079772617,0.007301057913701641237331837555,0.007301057913701641237554064796,1.000000024693879076043564401,1.000000024715510845247282429,1.000000024716407109116319924,1.000000024716407109146757601,-4.919736021665006,-4.9197360216433745,-4.919736021642478,-4.919736021642478,2.4693878858812525e-08,2.471551044368992e-08,2.4716406837737847e-08,2.4716406837737847e-08
117,0.999,1500.0,125.0,0.07906785384444514619417532230727374553680419921875,0.078401187177778719483711711291107349097728729248046875,-1.48858761742044957750880726077382446656991362427561661446203152595707680368262945830834832853625495571366433020968922789841505022529793501987920931496498371919515307611109254256126539560538681106542627200718054597989074672938668147302016192871207774874480304854842864950931488058638827884740367990898092674280786474015338015070907265354184753396006510860902746535216719226922613284480838784699288674284278249843546630701507481177745473237042351209724611038609509705565869808197021484375E-187,-1.488587618646109767645959464904459023944273656154222714220998707116445674482531728814590607797221141634835321635166178169056331402136288741072238435050962924819479586947828026942068994828122502979791688251696629831034690181366916579016264107086284725377517224914306927626451866153028417463192636470592298223926111767985044381029677633296529559888316621039693018732799896233242288140435299709404818444373922928967782483124028011545476770819424069090819440219775060540996491909027099609375E-187,-1.48858761864608501710745689942475484376704318805047150134493609605058746280605638253632204250502891532784697927968272659242735490435141566635120611048535028835202859666397601272200352623076541192915089551079418278674138925170701240453213732228378739727133837271756020806363011075802732886090972869310902172013321179499420216028940777161815588386619791692235470376936018238911167119833427534849690123550632417934500555086471534710308505751043630684071761294262614683248102664947509765625E-187,0.0006666666666664267104636110162,0.07906785384444514619417532231,0.07906785384444514619417532231,0.07906785384444514619417532231,0.0084315766047981949348923246,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,-7.313220387090661,-2.537448885743381,-2.537448885743381,-2.537448885743381,-4.775771501347281,0.0,0.0,0.0
118,0.999,1500.0,1250.0,0.605286844405998891716080834157764911651611328125,NaN,-0,-0,-0,NaN,0.6052868444059988917160808342,0.6052868444059988917160808342,0.6052868444059988917160808342,NaN,1,1,1,,-0.5020528103269621,-0.5020528103269621,-0.5020528103269621,,0.0,0.0,0.0
119,0.999,1500.0,12500.0,2.2328893768329951541318223462440073490142822265625,NaN,-0,-0,-0,NaN,2.232889376832995154131822346,2.232889376832995154131822346,2.232889376832995154131822346,NaN,1,1,1,,0.8032964314754683,0.8032964314754683,0.8032964314754683,,0.0,0.0,0.0
120,0.999,15000.0,1.25,-6.1422760376990657589152725580328162635623812093399465084075927734375E-10,-6.5954322570608909834294579968669465508401827946727280505001544952392578125E-10,0.000917167080444157285616657571125642789411358535289764404296875,-6.595377601373803571641661226275694940301974611429614014923572540283203125E-10,-6.59543225706144829636716559926289116244646493214531801640987396240234375E-10,4.531562193618252245141854388E-11,0.0009171676946717610555232334627,4.531015636747378127263886682E-11,4.531562193623825374518930412E-11,0.073776596261795541354998155,1493204.943969495864560452017,0.073767697982598716761766836,0.073776596261886275300246955,-23.81736928778505,-6.994220229284467,-23.817489906196666,-23.817369287783816,-2.606713721494012,14.216435337006567,-2.6068343399056313,-2.606713721492782
121,0.999,15000.0,12.5,-0.000037399310041492180196887051835119564202614128589630126953125,-0.00007469308632255863681682905852454723572009243071079254150390625,-0.000059978104618593235304070676594534461401053704321384429931640625,-0.000074693086198108775051150709511915692928596399724483489990234375,-0.000074693086323179979529353345046871481827110983431339263916015625,0.00003729377628106645661994200669,0.00002257879457710105510718362476,0.00003729377615661659485426365768,0.00003729377628168779933246629321,0.997178189642839921027304596,0.603722222470182039817999274,0.997178186315242122361792812,0.997178189659453669030541712,-10.196684100971956,-10.698499385207132,-10.19668410430897,-10.196684100955293,-0.0028257991695546025,-0.5046410834047318,-0.0028258025065687822,-0.0028257991528937675
122,0.999,15000.0,125.0,0.00729857796930133417845354415476322174072265625,0.00723191092067584744007557873146652127616107463836669921875,-2.3012781175009738888685601467502847715930677126049418822549234661875120288681228799510898095250756804357852669572739993372016822141654071297373466930900592347056365140152878363821731255711711128242313861846923828125E-71,-2.301280502747510856543705941190040567720281662928778501000101753698835269234926901154080654844772400430919912923432459402810490357428447172037901885545272538385359108787885898568525977481158406590111553668975830078125E-71,-2.301280492011606299692134016754305450106137474573077069693187507084963981974837866333286212213018577444349565562671738970718826092495830599120103607725002069223590363037819091045210750934302268433384597301483154296875E-71,0.00006666704862548673837796542330,0.007298577969301334178453544155,0.007298577969301334178453544155,0.007298577969301334178453544155,0.0091342517550536666918175226,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,-9.615799750718459,-4.9200757485293725,-4.9200757485293725,-4.9200757485293725,-4.6957240021890865,0.0,0.0,0.0
123,0.999,15000.0,1250.0,0.079044771497304822105434141121804714202880859375,NaN,-0,-0,-0,NaN,0.07904477149730482210543414112,0.07904477149730482210543414112,0.07904477149730482210543414112,NaN,1,1,1,,-2.53774085923069,-2.53774085923069,-2.53774085923069,,0.0,0.0,0.0
124,0.999,15000.0,12500.0,0.6051504550120601066964809433557093143463134765625,NaN,-0,-0,-0,NaN,0.6051504550120601066964809434,0.6051504550120601066964809434,0.6051504550120601066964809434,NaN,1,1,1,,-0.5022781658981785,-0.5022781658981785,-0.5022781658981785,,0.0,0.0,0.0
